"key";"ru";"hy-AM"
"business.schedule.recurring.deleteConfirm.title";"Удалить регулярное бронирование?";"Ջնջե՞լ կրկնվող ամրագրումը"
"business.schedule.recurring.deleteError";"Не удалось удалить регулярное бронирование";"Հնարավոր չէր ջնջել կրկնվող ամրագրումը"
"business.schedule.recurring.deleted";"Регулярное бронирование успешно удалено";"Կրկնվող ամրագրումը հաջողությամբ ջնջվել է"
"business.schedule.recurring.duration";"Длительность";"Տևողություն"
"business.schedule.recurring.durationInMinutes";"Длительность в минутах";"Տևողությունը րոպեներով"
"business.schedule.recurring.edit";"Редактировать регулярное бронирование";"Խմբագրել կրկնվող ամրագրումը"
"business.schedule.recurring.editDescription";"Измените настройки регулярного бронирования";"Փոխել կրկնվող ամրագրման կարգավորումները"
"business.schedule.recurring.endDate";"Дата окончания";"Ավարտի ամսաթիվ"
"business.schedule.recurring.endDateOptional";"Оставьте пустым для бессрочного";"Թողեք դատարկ՝ անսահման"
"business.schedule.recurring.enterManually";"Ввести вручную";"Մուտքագրել ձեռքով"
"business.schedule.recurring.frequencies.bimonthly";"2 раза в месяц";"Ամիսը երկու անգամ"
"business.schedule.recurring.frequencies.biweekly";"2 раза в неделю";"Շաբաթը երկու անգամ"
"business.schedule.recurring.frequencies.daily";"Ежедневно";"Օրական"
"business.schedule.recurring.frequencies.every_2_months";"Каждые 2 месяца";"Ամեն 2 ամիս"
"business.schedule.recurring.frequencies.every_2_weeks";"Каждые 2 недели";"Ամեն 2 շաբաթ"
"business.schedule.recurring.frequencies.every_3_months";"Каждые 3 месяца";"Ամեն 3 ամիս"
"business.schedule.recurring.frequencies.every_3_weeks";"Каждые 3 недели";"Ամեն 3 շաբաթ"
"business.schedule.recurring.frequencies.every_n_days";"Каждые N дней";"Ամեն N օր"
"business.schedule.recurring.frequencies.monthly";"Раз в месяц";"Ամիսը մեկ"
"business.schedule.recurring.frequencies.weekly";"Раз в неделю";"Շաբաթը մեկ"
"business.schedule.recurring.frequency";"Частота повторения";"Հաճախականություն"
"business.schedule.recurring.frequencyDetails";"Детали частоты";"Հաճախականության մանրամասներ"
"business.schedule.recurring.frequencySection";"Частота повторения";"Կրկնման հաճախականություն"
"business.schedule.recurring.indefinitely";"бессрочно";"անսահման"
"business.schedule.recurring.intervalDays";"Интервал (дни)";"Միջակայք (օրեր)"
"business.schedule.recurring.intervalDaysHint";"Бронирование будет повторяться каждые N дней";"Ամրագրումը կկրկնվի ամեն N օր"
"business.schedule.recurring.intervalDaysPlaceholder";"Введите количество дней";"Մուտքագրեք օրերի քանակը"
"business.schedule.recurring.intervalDaysRequired";"Пожалуйста, укажите интервал в днях";"Մուտքագրեք միջակայքը օրերով"
"business.schedule.recurring.list";"Список";"Ցանկ"
"business.schedule.recurring.listDescription";"Управляйте цепочками регулярных бронирований";"Կառավարեք կրկնվող ամրագրման շղթաները"
"business.schedule.recurring.noChains";"Нет регулярных бронирований";"Կրկնվող ամրագրումներ չկան"
"business.schedule.recurring.noChainsDescription";"Создайте свою первую цепочку регулярных бронирований";"Ստեղծեք առաջին կրկնվող ամրագրման շղթան"
"business.schedule.recurring.notSpecified";"Не указан";"Չի նշված"
"business.schedule.recurring.notes";"Примечания";"Նշումներ"
"business.schedule.recurring.notesPlaceholder";"Внутренние примечания";"Ներքին նշումներ"
"business.schedule.recurring.period";"Период";"Ժամանակահատված"
"business.schedule.recurring.price";"Цена";"Գին"
"business.schedule.recurring.priceSection";"Цена и примечания";"Գին և նշումներ"
"business.schedule.recurring.regenerate";"Пересоздать";"Վերագեներացնել"
"business.schedule.recurring.regenerateError";"Не удалось пересоздать бронирования";"Հնարավոր չէր վերագեներացնել ամրագրումները"
"business.schedule.recurring.regenerated";"Бронирования успешно пересозданы";"Ամրագրումները հաջողությամբ վերագեներացվել են"
"business.schedule.recurring.selectClient";"Выбрать клиента";"Ընտրեք հաճախորդ"
"business.schedule.recurring.selectDayOfMonth";"Выберите число месяца";"Ընտրեք ամսվա օրը"
"business.schedule.recurring.selectDaysOfMonth";"Выберите два числа месяца";"Ընտրեք ամսվա երկու օր"
"business.schedule.recurring.selectDaysOfWeek";"Выберите дни недели";"Ընտրեք շաբաթվա օրերը"
"business.schedule.recurring.selectService";"Выберите услугу";"Ընտրեք ծառայությունը"
"business.schedule.recurring.selectSpecialist";"Выбрать исполнителя";"Ընտրեք մասնագետին"
"business.schedule.recurring.selectTime";"Выберите время";"Ընտրեք ժամը"
"business.schedule.recurring.selectTwoDays";"Выберите ровно два числа";"Ընտրեք ճիշտ երկու օր"
"business.schedule.recurring.service";"Услуга";"Ծառայություն"
"business.schedule.recurring.serviceSection";"Услуга и исполнитель";"Ծառայություն և մասնագետ"
"business.schedule.recurring.specialist";"Исполнитель";"Մասնագետ"
"business.schedule.recurring.startDate";"Дата начала";"Սկզբի ամսաթիվ"
"business.schedule.recurring.statuses.active";"Активно";"Ակտիվ"
