"key";"ru";"es-MX"
"business.settings.services.form.price";"Цена ($)";"Precio ($)"
"business.settings.services.form.pricePlaceholder";"Введите цену";"Ingresa el precio"
"business.settings.services.form.save";"Сохранить";"Guardar"
"business.settings.services.form.serviceType";"Тип услуги";"Tipo de servicio"
"business.settings.services.form.status";"Статус";"Estado"
"business.settings.services.hint";"Эти шаблоны можно использовать при создании объявлений, но они не обязательны - можно вводить услуги вручную";"Puedes usar estas plantillas al crear anuncios, pero no es obligatorio: también puedes ingresar servicios manualmente"
"business.settings.services.noServices";"Нет услуг";"Sin servicios"
"business.settings.services.noServicesDescription";"Добавьте первую услугу, чтобы начать принимать бронирования";"Agrega tu primer servicio para empezar a recibir reservas"
"business.settings.services.notifications.createError";"Не удалось создать услугу";"No se pudo crear el servicio"
"business.settings.services.notifications.created";"Услуга успешно создана";"Servicio creado correctamente"
"business.settings.services.notifications.deleteError";"Не удалось удалить услугу";"No se pudo eliminar el servicio"
"business.settings.services.notifications.deleted";"Услуга успешно удалена";"Servicio eliminado correctamente"
"business.settings.services.notifications.updateError";"Не удалось обновить услугу";"No se pudo actualizar el servicio"
"business.settings.services.notifications.updated";"Услуга успешно обновлена";"Servicio actualizado correctamente"
"business.settings.services.statuses.active";"Активна";"Activo"
"business.settings.services.statuses.inactive";"Неактивна";"Inactivo"
"business.settings.services.title";"Шаблоны услуг";"Plantillas de servicio"
"business.settings.servicesHint";"Шаблоны услуг можно создавать здесь и использовать при создании объявлений в разделе";"Aquí puedes crear plantillas de servicio y usarlas al crear anuncios en la sección"
"business.settings.tabs.marketplace";"Главная";"Principal"
"business.settings.tabs.notifications";"Уведомления";"Notificaciones"
"business.settings.tabs.payments";"Платежи";"Pagos"
"business.settings.tabs.portfolio";"Портфолио";"Portafolio"
"business.settings.tabs.profile";"Профиль";"Perfil"
"business.settings.tabs.roles";"Роли";"Roles"
"business.settings.tabs.schedule";"Расписание";"Horario"
"business.settings.tabs.services";"Услуги";"Servicios"
"business.settings.tabs.team";"Команда";"Equipo"
"business.settings.tabs.users";"Пользователи";"Usuarios"
"business.settings.team.addMember";"Добавить сотрудника";"Agregar empleado"
"business.settings.team.deleteConfirm.confirm";"Удалить";"Eliminar"
"business.settings.team.deleteConfirm.message";"Вы уверены, что хотите удалить этого члена команды?";"¿Seguro que quieres eliminar a este miembro del equipo?"
"business.settings.team.deleteConfirm.title";"Удалить члена команды?";"¿Eliminar miembro del equipo?"
"business.settings.team.description";"Управление мастерами и сотрудниками";"Administra especialistas y empleados"
"business.settings.team.editMember";"Редактировать сотрудника";"Editar empleado"
"business.settings.team.form.avatar";"Аватар";"Avatar"
"business.settings.team.form.avatarHint";"Рекомендуемый размер: 400x400px";"Tamaño recomendado: 400×400 px"
"business.settings.team.form.changeAvatar";"Изменить аватар";"Cambiar avatar"
"business.settings.team.form.name";"Имя";"Nombre"
"business.settings.team.form.namePlaceholder";"Имя Фамилия";"Nombre y apellido"
"business.settings.team.form.role";"Должность";"Puesto"
"business.settings.team.form.rolePlaceholder";"Например: Мастер, Администратор";"p. ej.: especialista, administrador"
"business.settings.team.form.uploadAvatar";"Загрузить аватар";"Subir avatar"
"business.settings.team.noMembers";"Нет сотрудников";"Sin miembros en el equipo"
"business.settings.team.noMembersDescription";"Добавьте первого сотрудника";"Agrega tu primer miembro del equipo"
"business.settings.team.notifications.avatarUploadError";"Не удалось загрузить аватар";"No se pudo subir el avatar"
"business.settings.team.notifications.avatarUploaded";"Аватар загружен";"Avatar subido"
"business.settings.team.notifications.createError";"Не удалось добавить члена команды";"No se pudo agregar al miembro"
"business.settings.team.notifications.created";"Член команды успешно добавлен";"Miembro agregado correctamente"
"business.settings.team.notifications.deleteError";"Не удалось удалить члена команды";"No se pudo eliminar al miembro"
"business.settings.team.notifications.deleted";"Член команды успешно удален";"Miembro eliminado correctamente"
"business.settings.team.notifications.updateError";"Не удалось обновить члена команды";"No se pudo actualizar al miembro"
"business.settings.team.notifications.updated";"Член команды успешно обновлен";"Miembro actualizado correctamente"
"business.settings.team.salarySettings";"Настроить оплату";"Configuración de pagos"
